,,,Apterygidae,Kiwis,,,,,,,,,PHY,Kiwis are sister to the clade of emus and cassowaries/tinamous (Cracraft 2013; Prum et al. 2015).
,,,,,Apteryx,,,"Shaw, 1813",,,,,,
,,,,,,australis,,"Shaw, 1813",Southern Brown Kiwi,AU,New Zealand,,,
,,,,,,,australis,"Shaw, 1813",,,sw South I.,,,
,,,,,,,lawryi,"Rothschild, 1893",,,Stewart I.,,,
,,,,,,mantelli,,"Bartlett, AD, 1852",North Island Brown Kiwi,AU,North I. (New Zealand),,,
,,,,,,rowi,,"Tennyson, Palma, Robertson, HA, Worthy & Gill, BJ, 2003",Okarito Kiwi,AU,w South I. (New Zealand),,,
,,,,,,owenii,,"Gould, 1847",Little Spotted Kiwi,AU,"Kapiti I., South I. (New Zealand)",,,
,,,,,,haastii,,"Potts, 1872",Great Spotted Kiwi,AU,w South I. (New Zealand),,,
,,CASUARIIFORMES,,,,,,,,,,,,
,,,Casuariidae,"Cassowaries, Emu",,,,,,,,,"PHY, TAX",Includes Dromaiidae.
,,,,,Casuarius,,,"Brisson, 1760",,,,,,
,,,,,,casuarius,,"(Linnaeus, 1758)",Southern Cassowary,AU,"New Guinea, ne Australia and Aru Is.",,,
,,,,,,bennetti,,"Gould, 1857",Dwarf Cassowary,AU,"New Guinea, Yapen I. and New Britain",,,
,,,,,,,westermanni,"Sclater, PL, 1874",,,nw New Guinea,,SSP,"Add as a subspecies of C. bennetti, treated as a full species in Davies 2002. The use of C. b. westermanni rather than C. b. papuanus for the form from the Vogelkop Peninsula with the white occipital region follows Perron (2011) and Beehler & Pratt (2016). The provenance of the specimen associated with papuanus remains unsettled."
,,,,,,,bennetti,"Gould, 1857",,,"New Guinea (except nw), Yapen I. and New Britain",,,
,,,,,,unappendiculatus,,"Blyth, 1860",Northern Cassowary,AU,"New Guinea, Yapen I. and Salawati I.",,,
,,,,,Dromaius,,,"Vieillot, 1816",,,,,"PHY, TAX",Emus treated previously as a separate family Dromaiidae. Move to subfamily status in Casuariidae aligns with consensus (Christidis & Boles 2008; H&M 4).
,,,,,,novaehollandiae,,"(Latham, 1790)",Emu,AU,Australia,,,
,,,,,,,novaehollandiae,"(Latham, 1790)",,,mainland Australia,,SSP,Includes doubtfully valid rothschildi (Davies 2002; Marchant & Higgins 1990a).
,,,,,,,diemenensis †,"Le Souef, 1907",,,Tasmania,,,
,,,,,,,minor †,"Spencer, B, 1906",,,King I. (Australia),,SSP,Treat as subspecies rather than species (Fuller 2001; Heupink et al. 2011; Thomson et al. 2018). Epithet minor replaces ater which is a nomen novum for Dromaius novaehollandiae (H&M 4:6).
,,,,,,,baudinianus †,"Parker, SA, 1984",,,Kangaroo I. (Australia),,SSP,Treat as subspecies rather than species (Fuller 2001; Thomson et al. 2018).
,,TINAMIFORMES,,,,,,,,,,,"PHY, SEQ","Tinamou relationships within the ratites are uncertain (Hackett et al. 2008; Baker et al. 2010; Haddrath & Baker 2012), but here treated provisionally as sister to emus and cassowaries (Prum et al. 2015)."
,,,Tinamidae,Tinamous,,,,,,,,,,
,,,,,Tinamus,,,"Hermann, 1783",,,,,,
,,,,,,tao,,"Temminck, 1815",Grey Tinamou,SA,Amazonia,,,
,,,,,,,larensis,"Phelps & Phelps Jr, 1949",,,c Colombia and nw Venezuela,,,
,,,,,,,septentrionalis,"Brabourne & Chubb, C, 1913",,,ne Venezuela and nw Guyana,,,
,,,,,,,tao,"Temminck, 1815",,,nc Brazil,,,
,,,,,,,kleei,"(Tschudi, 1843)",,,sc Colombia to e Bolivia and w Brazil,,,
,,,,,,solitarius,,"(Vieillot, 1819)",Solitary Tinamou,SA,e Brazil to ne Argentina and e Paraguay,,"TAX, SSP",Treat as monotypic; subspecies pernambucensis is synonymous with the nominate (Raposo do Amaral & Silveira 2004).
,,,,,,osgoodi,,"Conover, 1949",Black Tinamou,SA,sc Colombia and se Peru,,,
,,,,,,,hershkovitzi,"Blake, 1953",,,sc Colombia,,,
,,,,,,,osgoodi,"Conover, 1949",,,se Peru,,,
,,,,,,major,,"(Gmelin, JF, 1789)",Great Tinamou,"MA, SA",s Mexico through Amazonia,,,
,,,,,,,robustus,"Sclater, PL & Salvin, 1868",,,"se Mexico, Guatemala and Honduras",,,
,,,,,,,percautus,"Van Tyne, 1935",,,"s Mexico, n Guatemala and Belize",,,
,,,,,,,fuscipennis,"Salvadori, 1895",,,n Nicaragua to w Panama,,,
,,,,,,,brunneiventris,"Aldrich, 1937",,,sc Panama,,,
,,,,,,,castaneiceps,"Salvadori, 1895",,,sw Costa Rica and w Panama,,,
,,,,,,,saturatus,"Griscom, 1929",,,e Panama and nw Colombia,,,
,,,,,,,zuliensis,"Osgood & Conover, 1922",,,ne Colombia and n Venezuela,,,
,,,,,,,latifrons,"Salvadori, 1895",,,sw Colombia and w Ecuador,,,
,,,,,,,major,"(Gmelin, JF, 1789)",,,e Venezuela to ne Brazil,,,
,,,,,,,serratus,"(Spix, 1825)",,,nw Brazil,,,
,,,,,,,olivascens,"Conover, 1937",,,Amazonian Brazil,,,
,,,,,,,peruvianus,"Bonaparte, 1856",,,se Colombia to Bolivia and w Brazil,,,
,,,,,,guttatus,,"Pelzeln, 1863",White-throated Tinamou,SA,Amazonia,,,
,,,,,Nothocercus,,,"Bonaparte, 1856",,,,,,
,,,,,,bonapartei,,"(Gray, GR, 1867)",Highland Tinamou,"MA, SA",Costa Rica to Peru,,,
,,,,,,,frantzii,"(Lawrence, 1868)",,,Costa Rica and w Panama,,,
,,,,,,,bonapartei,"(Gray, GR, 1867)",,,nc Colombia and w Venezuela,,,
,,,,,,,intercedens,"Salvadori, 1895",,,w Colombia,,,
,,,,,,,discrepans,"Friedmann, 1947",,,e Colombia,,,
,,,,,,,plumbeiceps,"Lönnberg & Rendahl, 1922",,,e Ecuador and n Peru,,,
,,,,,,julius,,"(Bonaparte, 1854)",Tawny-breasted Tinamou,SA,c Colombia and w Venezuela to sc Peru,,,
,,,,,,nigrocapillus,,"(Gray, GR, 1867)",Hooded Tinamou,SA,Peru and Bolivia,,,
,,,,,,,cadwaladeri,"Carriker, 1933",,,nw Peru,,,
,,,,,,,nigrocapillus,"(Gray, GR, 1867)",,,c Peru to n Bolivia,,,
,,,,,Crypturellus,,,"Brabourne & Chubb, C, 1914",,,,,,
,,,,,,berlepschi,,"(Rothschild, 1897)",Berlepsch's Tinamou,SA,w Colombia and nw Ecuador,,,
,,,,,,cinereus,,"(Gmelin, JF, 1789)",Cinereous Tinamou,SA,Amazonia,,,
,,,,,,soui,,"(Hermann, 1783)",Little Tinamou,"MA, SA",s Mexico to e Brazil,,,
,,,,,,,meserythrus,"(Sclater, PL, 1860)",,,s Mexico to se Nicaragua,,,
,,,,,,,modestus,"(Cabanis, 1869)",,,Costa Rica and w Panama,,,
,,,,,,,capnodes,"Wetmore, 1963",,,nw Panama,,,
,,,,,,,poliocephalus,"(Aldrich, 1937)",,,Panama (Pacific slope),,,
,,,,,,,panamensis,"(Carriker, 1910)",,,Panama,,,
,,,,,,,mustelinus,"(Bangs, 1905)",,,ne Colombia and nw Venezuela,,,
,,,,,,,soui,"(Hermann, 1783)",,,e Colombia to ne Brazil,,,
,,,,,,,andrei,"(Brabourne & Chubb, C, 1914)",,,Trinidad and ne Venezuela,,,
,,,,,,,caucae,"(Chapman, 1912)",,,nc Colombia,,,
,,,,,,,harterti,"(Brabourne & Chubb, C, 1914)",,,w Colombia and w Ecuador,,,
,,,,,,,caquetae,"(Chapman, 1915)",,,se Colombia,,,
,,,,,,,nigriceps,"(Chapman, 1923)",,,e Ecuador and ne Peru,,,
,,,,,,,albigularis,"(Brabourne & Chubb, C, 1914)",,,"n, e Brazil",,,
,,,,,,,inconspicuus,"Carriker, 1935",,,c Peru to e Bolivia,,,
,,,,,,ptaritepui,,"Zimmer, JT & Phelps, 1945",Tepui Tinamou,SA,Venezuela,,,
,,,,,,obsoletus,,"(Temminck, 1815)",Brown Tinamou,SA,Widespread,,,
,,,,,,,cerviniventris,"(Sclater, PL & Salvin, 1873)",,,n Venezuela,,,
,,,,,,,knoxi,"Phelps Jr, 1976",,,nw Venezuela,,,
,,,,,,,castaneus,"(Sclater, PL, 1858)",,,e Colombia to n Peru,,,
,,,,,,,ochraceiventris,"(Stolzmann, 1926)",,,c Peru,,,
,,,,,,,traylori,"Blake, 1961",,,se Peru,,,
,,,,,,,punensis,"(Chubb, C, 1918)",,,se Peru and n Bolivia,,,
,,,,,,,griseiventris,"(Salvadori, 1895)",,,nc Brazil,,,
,,,,,,,hypochraceus,"(Miranda-Ribeiro, 1938)",,,sw Brazil,,,
,,,,,,,obsoletus,"(Temminck, 1815)",,,"s Brazil, Paraguay and ne Argentina",,,
,,,,,,undulatus,,"(Temminck, 1815)",Undulated Tinamou,SA,Amazonia and sc,,,
,,,,,,,manapiare,"Phelps & Phelps Jr, 1952",,,s Venezuela,,,
,,,,,,,simplex,"(Salvadori, 1895)",,,s Guyana and nc Brazil,,,
,,,,,,,yapura,"(Spix, 1825)",,,w Amazonia,,,
,,,,,,,adspersus,"(Temminck, 1815)",,,c Brazil,,,
,,,,,,,vermiculatus,"(Temminck, 1825)",,,e Brazil,,,
,,,,,,,undulatus,"(Temminck, 1815)",,,se Peru to n Argentina,,,
,,,,,,transfasciatus,,"(Sclater, PL & Salvin, 1878)",Pale-browed Tinamou,SA,w Ecuador and nw Peru,,,
,,,,,,strigulosus,,"(Temminck, 1815)",Brazilian Tinamou,SA,e Peru and nw Bolivia through s Amazonian Brazil,,,
,,,,,,duidae,,"Zimmer, JT, 1938",Grey-legged Tinamou,SA,ec Colombia to s Venezuela,,,
,,,,,,erythropus,,"(Pelzeln, 1863)",Red-legged Tinamou,SA,n,,,
,,,,,,,cursitans,"Wetmore & Phelps Jr, 1956",,,n Colombia and nw Venezuela,,,
,,,,,,,idoneus,"(Todd, 1919)",,,ne Colombia and nw Venezuela,,,
,,,,,,,columbianus,"(Salvadori, 1895)",,,nc Colombia,,,
,,,,,,,saltuarius,"Wetmore, 1950",,,Magdalena Prov. (nc Colombia),,,
,,,,,,,spencei,"(Brabourne & Chubb, C, 1914)",,,n Venezuela,,,
,,,,,,,margaritae,"Phelps & Phelps Jr, 1948",,,Margarita I. (off Venezuela),,,
,,,,,,,erythropus,"(Pelzeln, 1863)",,,e Venezuela to ne Brazil,,,
,,,,,,noctivagus,,"(Wied-Neuwied, 1820)",Yellow-legged Tinamou,SA,e Brazil,,,
,,,,,,,zabele,"(Spix, 1825)",,,ne Brazil,,PS,SACC 738 proposal to split zabele was declined.
,,,,,,,noctivagus,"(Wied-Neuwied, 1820)",,,se Brazil,,,
,,,,,,atrocapillus,,"(Tschudi, 1844)",Black-capped Tinamou,SA,Peru and Bolivia,,,
,,,,,,,atrocapillus,"(Tschudi, 1844)",,,se Peru,,,
,,,,,,,garleppi,"(Berlepsch, 1892)",,,n Bolivia,,,
,,,,,,cinnamomeus,,"(Lesson, PA, 1842)",Thicket Tinamou,MA,wc Mexico to Costa Rica,,AS,Crypturellus cinnamomeus is split from C. erythropus (H&M; BLI; AOU 1998).
,,,,,,,occidentalis,"(Salvadori, 1895)",,,wc Mexico,,,
,,,,,,,mexicanus,"(Salvadori, 1895)",,,ec Mexico,,,
,,,,,,,soconuscensis,"Brodkorb, 1939",,,sw Mexico,,,
,,,,,,,vicinior,"Conover, 1933",,,s Mexico to c Honduras,,,
,,,,,,,sallaei,"(Bonaparte, 1856)",,,s Mexico,,,
,,,,,,,goldmani,"(Nelson, 1901)",,,"se Mexico, n Guatemala and n Belize",,,
,,,,,,,cinnamomeus,"(Lesson, PA, 1842)",,,"s Guatemala, El Salvador and s Honduras",,,
,,,,,,,delattrii,"(Bonaparte, 1854)",,,w Nicaragua,,,
,,,,,,,praepes,"(Bangs & Peters, JL, 1927)",,,nw Costa Rica,,,
,,,,,,boucardi,,"(Sclater, PL, 1860)",Slaty-breasted Tinamou,MA,s Mexico to Costa Rica,,AS,Crypturellus boucardi is split from C. erythropus (H&M; BLI; AOU 1998).
,,,,,,,boucardi,"(Sclater, PL, 1860)",,,s Mexico to nw Honduras,,,
,,,,,,,costaricensis,"(Dwight & Griscom, 1924)",,,"n, e Honduras to Costa Rica",,,
,,,,,,kerriae,,"(Chapman, 1915)",Choco Tinamou,"MA, SA",se Panama and nw Colombia,,,
,,,,,,variegatus,,"(Gmelin, JF, 1789)",Variegated Tinamou,SA,Amazonia and e Brazil,,,
,,,,,,brevirostris,,"(Pelzeln, 1863)",Rusty Tinamou,SA,"w, ne Amazonia",,,
,,,,,,bartletti,,"(Sclater, PL & Salvin, 1873)",Bartlett's Tinamou,SA,w Amazonia,,,
,,,,,,parvirostris,,"(Wagler, 1827)",Small-billed Tinamou,SA,se Peru and s Amazonian Brazil to ne Argentina,,,
,,,,,,casiquiare,,"(Chapman, 1929)",Barred Tinamou,SA,e Colombia and s Venezuela,,,
,,,,,,tataupa,,"(Temminck, 1815)",Tataupa Tinamou,SA,"e, se, sc",,,
,,,,,,,inops,"Bangs & Noble, 1918",,,sw Ecuador and nw Peru,,,
,,,,,,,lepidotus,"(Swainson, 1837)",,,ne Brazil,,,
,,,,,,,peruvianus,"(Cory, 1915)",,,c Peru,,,
,,,,,,,tataupa,"(Temminck, 1815)",,,"n, e Bolivia to s Brazil, Paraguay and n Argentina",,,
,,,,,Rhynchotus,,,"Spix, 1825",,,,,,
,,,,,,rufescens,,"(Temminck, 1815)",Red-winged Tinamou,SA,"e, se, sc",,,
,,,,,,,catingae,"Reiser, 1905",,,"c, ne Brazil",,,
,,,,,,,pallescens,"Kothe, 1907",,,"ne, c Argentina",,,
,,,,,,,rufescens,"(Temminck, 1815)",,,"n Bolivia to e Brazil, Paraguay, ne Argentina and Uruguay",,,
,,,,,,maculicollis,,"Gray, GR, 1867",Huayco Tinamou,SA,nw Bolivia and nw Argentina,,,
,,,,,Nothoprocta,,,"Sclater, PL & Salvin, 1873",,,,,,
,,,,,,taczanowskii,,"Sclater, PL & Salvin, 1875",Taczanowski's Tinamou,SA,sc Peru,,,
,,,,,,ornata,,"(Gray, GR, 1867)",Ornate Tinamou,SA,Peru to n Chile and nw Argentina,,TAX,Nothoprocta kalinowskii is a synonym of N. ornata (Krabbe & Schulenberg 2005; SACC 246).
,,,,,,,branickii,"Taczanowski, 1875",,,c Peru,,,
,,,,,,,ornata,"(Gray, GR, 1867)",,,"s Peru, w Bolivia and n Chile",,SSP,Includes jimenezi and labradori (H&M 4:4; HBW 1).
,,,,,,,rostrata,"Berlepsch, 1907",,,s Bolivia and nw Argentina,,,
,,,,,,perdicaria,,"(Kittlitz, 1830)",Chilean Tinamou,SA,Chile,,,
,,,,,,,perdicaria,"(Kittlitz, 1830)",,,nc Chile,,,
,,,,,,,sanborni,"Conover, 1924",,,sc Chile,,,
,,,,,,cinerascens,,"(Burmeister, 1860)",Brushland Tinamou,SA,Southern Cone,,,
,,,,,,,cinerascens,"(Burmeister, 1860)",,,se Bolivia to nw Paraguay and c Argentina,,,
,,,,,,,parvimaculata,"Olrog, 1959",,,nw Argentina,,,
,,,,,,pentlandii,,"(Gray, GR, 1867)",Andean Tinamou,SA,Ecuador to c Argentina,,,
,,,,,,,ambigua,"Cory, 1915",,,s Ecuador and nw Peru,,,
,,,,,,,niethammeri,"Koepcke, 1968",,,wc Peru,,,
,,,,,,,oustaleti,"Berlepsch & Stolzmann, 1901",,,"c, s Peru",,,
,,,,,,,fulvescens,"Berlepsch, 1902",,,se Peru,,,
,,,,,,,pentlandii,"(Gray, GR, 1867)",,,"w Bolivia, nw Argentina (Catamarca) and n Chile",,,
,,,,,,,patriciae,"Hoy, G, 1987",,,nw Argentina (Salta),,SSP,Add (Cabot et al. 2016).
,,,,,,,mendozae,"Banks & Bohl, 1968",,,wc Argentina,,,
,,,,,,,doeringi,"Cabanis, 1878",,,c Argentina,,,
,,,,,,curvirostris,,"Sclater, PL & Salvin, 1873",Curve-billed Tinamou,SA,"Ecuador, Peru",,,
,,,,,,,curvirostris,"Sclater, PL & Salvin, 1873",,,c Ecuador to n Peru,,,
,,,,,,,peruviana,"Taczanowski, 1886",,,"n, c Peru",,,
,,,,,Nothura,,,"Wagler, 1827",,,,,,
,,,,,,boraquira,,"(Spix, 1825)",White-bellied Nothura,SA,e Brazil to e Bolivia and ne Paraguay,,,
,,,,,,minor,,"(Spix, 1825)",Lesser Nothura,SA,se Brazil,,,
,,,,,,darwinii,,"Gray, GR, 1867",Darwin's Nothura,SA,Peru to sc Argentina,,,
,,,,,,,peruviana,"Berlepsch & Stolzmann, 1906",,,s Peru,,,
,,,,,,,agassizii,"Bangs, 1910",,,se Peru and w Bolivia,,,
,,,,,,,boliviana,"Salvadori, 1895",,,w Bolivia,,,
,,,,,,,salvadorii,"Hartert, E, 1909",,,w Argentina,,,
,,,,,,,darwinii,"Gray, GR, 1867",,,sc Argentina,,,
,,,,,,maculosa,,"(Temminck, 1815)",Spotted Nothura,SA,se,,,
,,,,,,,cearensis,"Naumburg, 1932",,,ne Brazil,,,
,,,,,,,major,"(Spix, 1825)",,,ec Brazil,,,
,,,,,,,paludivaga,"Conover, 1950",,,c Paraguay and nc Argentina,,,
,,,,,,,maculosa,"(Temminck, 1815)",,,"se Brazil to e Paraguay, ne Argentina and Uruguay",,,
,,,,,,,pallida,"Olrog, 1959",,,nw Argentina,,,
,,,,,,,annectens,"Conover, 1950",,,e Argentina,,,
,,,,,,,submontana,"Conover, 1950",,,sw Argentina,,,
,,,,,,,nigroguttata,"Salvadori, 1895",,,sc Argentina,,,
,,,,,,,chacoensis,"Conover, 1937",,,nw Paraguay,,"AL, SSP",Treat (9.1) Chaco Nothura as a subspecies of Spotted Nothura (Hayes et al. 2018; SACC 782).
,,,,,Taoniscus,,,"Gloger, 1842",,,,,,
,,,,,,nanus,,"(Temminck, 1815)",Dwarf Tinamou,SA,se Brazil and ne Argentina,,,
,,,,,Eudromia,,,"Geoffroy Saint-Hilaire, I, 1832",,,,,,
,,,,,,elegans,,"Geoffroy Saint-Hilaire, I, 1832",Elegant Crested Tinamou,SA,Southern Cone,,,
,,,,,,,intermedia,"(Dabbene & Lillo, 1913)",,,nw Argentina,,,
,,,,,,,magnistriata,"Olrog, 1959",,,nc Argentina,,,
,,,,,,,riojana,"Olrog, 1959",,,wc Argentina,,,
,,,,,,,albida,"(Wetmore, 1921)",,,wc Argentina,,,
,,,,,,,wetmorei,"Banks, 1977",,,w Argentina,,,
,,,,,,,numida,"Banks, 1977",,,c Argentina,,,
,,,,,,,elegans,"Geoffroy Saint-Hilaire, I, 1832",,,sc Argentina,,,
,,,,,,,multiguttata,"Conover, 1950",,,ec Argentina,,,
,,,,,,,devia,"Conover, 1950",,,sw Argentina,,,
,,,,,,,patagonica,"Conover, 1950",,,s Chile and s Argentina,,,
,,,,,,formosa,,"(Lillo, 1905)",Quebracho Crested Tinamou,SA,Paraguay and n Argentina,,,
,,,,,,,formosa,"(Lillo, 1905)",,,n Argentina,,,
,,,,,,,mira,"Brodkorb, 1938",,,sw Paraguay,,SSP,Add (Davies 2002).
,,,,,Tinamotis,,,"Vigors, 1837",,,,,,
,,,,,,pentlandii,,"Vigors, 1837",Puna Tinamou,SA,"sc Peru, n Bolivia, n Chile and nw Argentina",,,
,,,,,,ingoufi,,"Oustalet, 1890",Patagonian Tinamou,SA,s Chile and sw Argentina,,,
NEOGNATHAE,,,,FLYING BIRDS,,,,,,,,,,
,GALLOANSERES,,,WATERFOWL & LANDFOWL,,,,,,,,,,
,,ANSERIFORMES,,,,,,,,,,,PHY,"Landfowl (Galliformes) and Waterfowl (Anseriformes) together (Galloanseres) are sister to all other extant non-paleognath birds (Neoaves). Within Galloanseres, resequence Anseriformes to precede Galliformes to follow standard sequencing protocol. "
,,,Anhimidae,Screamers,,,,,,,,,,
,,,,,Anhima,,,"Brisson, 1760",,,,,,
,,,,,,cornuta,,"(Linnaeus, 1766)",Horned Screamer,SA,Colombia and Venezuela through Amazonia to Bolivia,,,
,,,,,Chauna,,,"Illiger, 1811",,,,,,
,,,,,,chavaria,,"(Linnaeus, 1766)",Northern Screamer,SA,n Colombia and nw Venezuela,,,
,,,,,,torquata,,"(Oken, 1816)",Southern Screamer,SA,se Peru and s Brazil to c Argentina,,,
,,,Anseranatidae,Magpie Goose,,,,,,,,,,
,,,,,Anseranas,,,"Lesson, R, 1828",,,,,,
,,,,,,semipalmata,,"(Latham, 1798)",Magpie Goose,AU,New Guinea and n Australia,,,
,,,Anatidae,"Ducks, Geese, Swans",,,,,,,,,,
,,,,,Dendrocygna,,,"Swainson, 1837",,,,,,
,,,,,,viduata,,"(Linnaeus, 1766)",White-faced Whistling Duck,"AF, SA",widespread,,,
,,,,,,autumnalis,,"(Linnaeus, 1758)",Black-bellied Whistling Duck,"NA, MA, SA",se Texas to n Argentina,,,
,,,,,,,fulgens,"Friedmann, 1947",,,se Texas to Panama,,,
,,,,,,,autumnalis,"(Linnaeus, 1758)",,,Panama to Ecuador and n Argentina,,,
,,,,,,guttata,,"Schlegel, 1866",Spotted Whistling Duck,"OR, AU",Philippines to New Guinea,,,
,,,,,,arborea,,"(Linnaeus, 1758)",West Indian Whistling Duck,NA,West Indies,,,
,,,,,,bicolor,,"(Vieillot, 1816)",Fulvous Whistling Duck,"NA, MA, SA, AF, OR",widespread,,,
,,,,,,eytoni,,"(Eyton, 1838)",Plumed Whistling Duck,AU,Australia,,,
,,,,,,arcuata,,"(Horsfield, 1824)",Wandering Whistling Duck,"OR, AU",Philippines to Australia,,,
,,,,,,,arcuata,"(Horsfield, 1824)",,,Philippines to Indonesia,,,
,,,,,,,pygmaea,"Mayr, 1945",,,New Britain I. (Bismarck Arch.),,,
,,,,,,,australis,"Reichenbach, 1850",,,"s New Guinea and n, e Australia",,,
,,,,,,javanica,,"(Horsfield, 1821)",Lesser Whistling Duck,OR,widespread,,,
,,,,,Thalassornis,,,"Eyton, 1838",,,,,,
,,,,,,leuconotus,,"Eyton, 1838",White-backed Duck,AF,widespread,,,
,,,,,,,leuconotus,"Eyton, 1838",,,e Cameroon to s Ethiopia and South Africa,,,
,,,,,,,insularis,"Richmond, 1897",,,Madagascar,,,
,,,,,Cereopsis,,,"Latham, 1801",,,,,,
,,,,,,novaehollandiae,,"Latham, 1801",Cape Barren Goose,AU,s Australia,,,
,,,,,,,novaehollandiae,"Latham, 1801",,,s Australia and Tasmania,,,
,,,,,,,grisea,"(Vieillot, 1818)",,,Recherche Arch. (sw Australia),,,
,,,,,Branta,,,"Scopoli, 1769",,,,,"PHY, SEQ","Sequence of true geese (Branta, Anser) follows Ottenburghs et al. (2016)."
,,,,,,bernicla,,"(Linnaeus, 1758)",Brant Goose,"NA, EU",widespread,,,
,,,,,,,nigricans,"(Lawrence, 1846)",,,"ne Siberia, Alaska and nw Canada",e Asia and w North America,,
,,,,,,,bernicla,"(Linnaeus, 1758)",,,"nw, nc Russia",nw Europe,,
,,,,,,,hrota,"(Müller, OF, 1776)",,,"ne Canada, Greenland and Spitzbergen","ne USA, Ireland, United Kingdom and nw Europe",,
,,,,,,ruficollis,,"(Pallas, 1769)",Red-breasted Goose,EU,nw Siberia,se Europe and sw Asia,,
,,,,,,sandvicensis,,"(Vigors, 1834)",Nene,PO,Hawaiian Is.,,,
,,,,,,canadensis,,"(Linnaeus, 1758)",Canada Goose,NA,widespread,,,
,,,,,,,occidentalis,"(Baird, SF, 1858)",,,sw Alaska,,,
,,,,,,,fulva,"Delacour, 1951",,,s Alaska (USA) and w British Columbia (Canada),,,
,,,,,,,maxima,"Delacour, 1951",,,sc Canada,,,
,,,,,,,parvipes,"(Cassin, 1852)",,,c Alaska (USA) to c Canada,sc USA,,
,,,,,,,moffitti,"Aldrich, 1946",,,sw Canada and nw USA,w USA to n Mexico,,
,,,,,,,interior,"Todd, 1938",,,sc Canada,e USA,,
,,,,,,,canadensis,"(Linnaeus, 1758)",,,e Canada,"e, se USA",,
,,,,,,leucopsis,,"(Bechstein, 1803)",Barnacle Goose,EU,Greenland to nw Russia,Europe,,
,,,,,,hutchinsii,,"(Richardson, 1832)",Cackling Goose,NA,c Canada,Texas and n Mexico,,
,,,,,,,leucopareia,"(Brandt, JF, 1836)",,,"Bering I., n Kuril Is. (ne Russia) and Aleutian Is. (USA)",Japan and w USA,SSP,Includes extinct asiatica (Mowbray et al. 2002).
,,,,,,,minima,"Ridgway, 1885",,,w Alaska (USA),sw Canada and w USA,,
,,,,,,,taverneri,"Delacour, 1951",,,ne Alaska (USA) and n Canada,sw USA and Mexico,,
,,,,,,,hutchinsii,"(Richardson, 1832)",,,nc Canada and Greenland,Texas and Mexico,,
,,,,,Anser,,,"Brisson, 1760",,,,,,
,,,,,,indicus,,"(Latham, 1790)",Bar-headed Goose,EU,c Asia,n India,,
,,,,,,canagicus,,"(Sevastianov, 1802)",Emperor Goose,"NA, EU",w Alaska and ne Siberia,,,
,,,,,,rossii,,"Cassin, 1861",Ross's Goose,NA,n Canada,"s, w USA and n Mexico",,
